config_file,weights_file,model_size (MB),mAP,AP50,AP75,APs,APm,APl,Time_1_mean,Time_1_std,Time_1_min,Time_1_median,Time_1_max,Time_16_mean,Time_16_std,Time_16_min,Time_16_median,Time_16_max,Time_32_mean,Time_32_std,Time_32_min,Time_32_median,Time_32_max
data/mmdetection/configs/centernet/centernet-update_r50-caffe_fpn_ms-1x_coco.py,data/mmdetection_weights/centernet-update_r50-caffe_fpn_ms-1x_coco.pth,123.39114761352539,0.402,0.583,0.439,0.234,0.448,0.516,0.03050318626901135,0.0005462717634325469,0.029766442952677608,0.030394256056752056,0.04271770198829472,0.26789129453633603,0.0015553136848310504,0.26506445894483477,0.2676487765274942,0.27571147796697915,0.5509845619000351,0.0018740421632178377,0.5471359050134197,0.5506455125287175,0.5576571190031245
