config_file,weights_file,model_size (MB),mAP,AP50,AP75,APs,APm,APl,Time_1_mean,Time_1_std,Time_1_min,Time_1_median,Time_1_max,Time_16_mean,Time_16_std,Time_16_min,Time_16_median,Time_16_max,Time_32_mean,Time_32_std,Time_32_min,Time_32_median,Time_32_max
data/mmdetection/configs/cascade_rcnn/cascade-mask-rcnn_x101-64x4d_fpn_ms-3x_coco.py,data/mmdetection_weights/cascade-mask-rcnn_x101-64x4d_fpn_ms-3x_coco.pth,516.6089630126953,0.466,0.651,0.506,0.293,0.505,0.601,0.22982713538958852,0.010193253897337847,0.21216029299830552,0.22649778649974905,0.26150813500134973,3.9336075561090627,0.037664026226906434,3.7920989080012077,3.939460767000128,4.006787828999222,-1,-1,-1,-1,-1
