config_file,weights_file,model_size (MB),mAP,AP50,AP75,APs,APm,APl,Time_1_mean,Time_1_std,Time_1_min,Time_1_median,Time_1_max,Time_16_mean,Time_16_std,Time_16_min,Time_16_median,Time_16_max,Time_32_mean,Time_32_std,Time_32_min,Time_32_median,Time_32_max
data/mmdetection/configs/yolox/yolox_s_8xb8-300e_coco.py,data/mmdetection_weights/yolox_s_8xb8-300e_coco.pth,34.29987716674805,0.403,0.591,0.434,0.235,0.445,0.531,0.024099962733042775,0.0012178315549023697,0.02270504400075879,0.024330524502147455,0.03449314900353784,0.18482845275987833,0.001956981347197277,0.18230387500079814,0.18427718649763847,0.19268946700321976,0.37018636621779966,0.008398538506027812,0.36108191899984377,0.3674172745013493,0.4017508440010715
