config_file,weights_file,model_size (MB),mAP,AP50,AP75,APs,APm,APl,Time_1_mean,Time_1_std,Time_1_min,Time_1_median,Time_1_max,Time_16_mean,Time_16_std,Time_16_min,Time_16_median,Time_16_max,Time_32_mean,Time_32_std,Time_32_min,Time_32_median,Time_32_max
data/mmdetection/configs/centernet/centernet-update_r50-caffe_fpn_ms-1x_coco.py,data/mmdetection_weights/centernet-update_r50-caffe_fpn_ms-1x_coco.pth,123.39114761352539,0.402,0.583,0.438,0.234,0.448,0.516,0.010915488645224833,0.0006522724245578787,0.0102543089305982,0.010954269440844655,0.023028639028780162,0.11208513131751739,0.0017308707837535677,0.11119650793261826,0.1114949265611358,0.12214137404225767,0.2409522838432354,0.0016800422299342406,0.23957617196720093,0.24053929094225168,0.25124625500757247
