config_file,weights_file,model_size (MB),mAP,AP50,AP75,APs,APm,APl,Time_1_mean,Time_1_std,Time_1_min,Time_1_median,Time_1_max,Time_16_mean,Time_16_std,Time_16_min,Time_16_median,Time_16_max,Time_32_mean,Time_32_std,Time_32_min,Time_32_median,Time_32_max
data/mmdetection/configs/swin/mask-rcnn_swin-t-p4-w7_fpn_1x_coco.py,data/mmdetection_weights/mask-rcnn_swin-t-p4-w7_fpn_1x_coco.pth,182.54177856445312,0.427,0.652,0.468,0.265,0.458,0.566,0.013676747937640175,0.001347767627093835,0.011734397034160793,0.013441875984426588,0.025454240036197007,0.18956080992192698,0.004152016966635052,0.1802945309318602,0.18896652950206771,0.20504187501501292,0.4033730326665159,0.006522837311649437,0.38919494196306914,0.402349523967132,0.42466313298791647
