config_file,weights_file,model_size (MB),mAP,AP50,AP75,APs,APm,APl,Time_1_mean,Time_1_std,Time_1_min,Time_1_median,Time_1_max,Time_16_mean,Time_16_std,Time_16_min,Time_16_median,Time_16_max,Time_32_mean,Time_32_std,Time_32_min,Time_32_median,Time_32_max
data/mmdetection/configs/cascade_rcnn/cascade-mask-rcnn_r50_fpn_1x_coco.py,data/mmdetection_weights/cascade-mask-rcnn_r50_fpn_1x_coco.pth,295.1730270385742,0.412,0.594,0.449,0.239,0.442,0.543,0.027176366408588365,0.0017079327699571288,0.02481119893491268,0.026595783419907093,0.043991426937282085,0.43736830638954416,0.014445391701177864,0.4051444500219077,0.43533584848046303,0.4838248370215297,0.7171036205120169,0.03003393126516408,0.6611577600706369,0.7149775034049526,0.8427231379318982
